100000011;Atlanta Hawks;38;2011-10-23 00:00:00;2020-10-23 00:00:00;1023327
100000011;Chicago Bulls;91;2016-10-23 00:00:00;2019-10-23 00:00:00;3442263
100000011;Cleveland Cavaliers;23;2014-10-23 00:00:00;2020-10-23 00:00:00;839801
100000011;Golden State Warriors;16;2006-10-23 00:00:00;2021-10-23 00:00:00;1620941
100000011;Indiana Pacers;68;2013-10-23 00:00:00;2019-10-23 00:00:00;726958
100000011;Milwaukee Bucks;12;2017-10-23 00:00:00;2018-10-23 00:00:00;9146
100000262;San Antonio Spurs;91;2014-10-23 00:00:00;2020-10-23 00:00:00;2999567
100000265;Chicago Bulls;14;2016-10-23 00:00:00;2021-10-23 00:00:00;686563
100000265;Detroit Pistons;2;2005-10-23 00:00:00;2021-10-23 00:00:00;3739046
100000274;Dallas Mavericks;94;2005-10-23 00:00:00;2019-10-23 00:00:00;1701882
100000274;New York Knicks;79;2007-10-23 00:00:00;2019-10-23 00:00:00;329242
100000323;Dallas Mavericks;84;2003-10-23 00:00:00;2020-10-23 00:00:00;1489306
100000323;Golden State Warriors;30;2007-10-23 00:00:00;2020-10-23 00:00:00;2401373
100000323;Los Angeles Lakers;31;2008-10-23 00:00:00;2022-10-23 00:00:00;3188553
100000323;Oklahoma City Thunder;9;2015-10-23 00:00:00;2021-10-23 00:00:00;1647273
100000323;Utah Jazz;96;2017-10-23 00:00:00;2020-10-23 00:00:00;2511845
100000344;Atlanta Hawks;52;2011-10-23 00:00:00;2019-10-23 00:00:00;3195457
100000344;Dallas Mavericks;89;2016-10-23 00:00:00;2022-10-23 00:00:00;3997120
100000344;Milwaukee Bucks;55;2016-10-23 00:00:00;2019-10-23 00:00:00;379791
100000344;Orlando Magic;81;2011-10-23 00:00:00;2022-10-23 00:00:00;3030440
100000365;Denver Nuggets;8;2006-10-23 00:00:00;2020-10-23 00:00:00;3265416
100000365;Indiana Pacers;76;2011-10-23 00:00:00;2019-10-23 00:00:00;1638616
100000365;Oklahoma City Thunder;30;2003-10-23 00:00:00;2022-10-23 00:00:00;1128798
100000365;Portland Trail Blazers;80;2011-10-23 00:00:00;2020-10-23 00:00:00;3416696
100000365;Utah Jazz;23;2013-10-23 00:00:00;2018-10-23 00:00:00;3336355
100000385;Cleveland Cavaliers;86;2016-10-23 00:00:00;2021-10-23 00:00:00;1143213
100000385;Los Angeles Lakers;28;2006-10-23 00:00:00;2018-10-23 00:00:00;736187
100000490;Cleveland Cavaliers;30;2010-10-23 00:00:00;2019-10-23 00:00:00;1683711
100000490;Denver Nuggets;67;2013-10-23 00:00:00;2021-10-23 00:00:00;3768773
100000490;Memphis Grizzlies;42;2004-10-23 00:00:00;2020-10-23 00:00:00;219560
100000490;Miami Heat;16;2010-10-23 00:00:00;2022-10-23 00:00:00;789101
100000490;Minnesota Timberwolves;38;2005-10-23 00:00:00;2021-10-23 00:00:00;2202825
100000490;Washington Wizards;13;2009-10-23 00:00:00;2019-10-23 00:00:00;2068602
100000504;Los Angeles Lakers;58;2010-10-23 00:00:00;2019-10-23 00:00:00;434072
100000534;New York Knicks;36;2005-10-23 00:00:00;2019-10-23 00:00:00;1593766
100000534;Portland Trail Blazers;16;2009-10-23 00:00:00;2018-10-23 00:00:00;1117495
100000534;Sacramento Kings;69;2013-10-23 00:00:00;2022-10-23 00:00:00;2877981
100000534;San Antonio Spurs;91;2003-10-23 00:00:00;2020-10-23 00:00:00;2894400
100000551;Atlanta Hawks;42;2005-10-23 00:00:00;2019-10-23 00:00:00;3288264
100000551;Los Angeles Clippers;17;2012-10-23 00:00:00;2018-10-23 00:00:00;3172003
100000551;Orlando Magic;70;2012-10-23 00:00:00;2022-10-23 00:00:00;2732022
100000551;Philadelphia 76ers;81;2006-10-23 00:00:00;2020-10-23 00:00:00;427724
100000557;Denver Nuggets;23;2009-10-23 00:00:00;2020-10-23 00:00:00;1724267
100000557;Detroit Pistons;22;2007-10-23 00:00:00;2019-10-23 00:00:00;1958258
100000557;Los Angeles Clippers;26;2005-10-23 00:00:00;2020-10-23 00:00:00;2304195
100000557;New York Knicks;4;2016-10-23 00:00:00;2018-10-23 00:00:00;1075542
100002003;San Antonio Spurs;92;2017-10-23 00:00:00;2020-10-23 00:00:00;1635794
100002043;Golden State Warriors;87;2008-10-23 00:00:00;2019-10-23 00:00:00;35933
100002044;Memphis Grizzlies;80;2013-10-23 00:00:00;2018-10-23 00:00:00;3431184
100002044;San Antonio Spurs;87;2011-10-23 00:00:00;2018-10-23 00:00:00;1164532
100002046;Atlanta Hawks;93;2014-10-23 00:00:00;2020-10-23 00:00:00;3296134
100002046;Boston Celtics;80;2003-10-23 00:00:00;2020-10-23 00:00:00;2895434
100002046;Indiana Pacers;27;2016-10-23 00:00:00;2020-10-23 00:00:00;2881851
100002046;Philadelphia 76ers;56;2009-10-23 00:00:00;2018-10-23 00:00:00;185449
100002046;Portland Trail Blazers;36;2010-10-23 00:00:00;2022-10-23 00:00:00;3624418
100002053;Los Angeles Clippers;23;2005-10-23 00:00:00;2021-10-23 00:00:00;2524408
100002097;Houston Rockets;19;2006-10-23 00:00:00;2020-10-23 00:00:00;1534436
100002124;Chicago Bulls;11;2012-10-23 00:00:00;2018-10-23 00:00:00;1676882
100002124;Dallas Mavericks;11;2008-10-23 00:00:00;2018-10-23 00:00:00;843408
100002145;Dallas Mavericks;2;2005-10-23 00:00:00;2018-10-23 00:00:00;1173263
100002145;Denver Nuggets;88;2014-10-23 00:00:00;2022-10-23 00:00:00;2670376
100002145;Memphis Grizzlies;11;2007-10-23 00:00:00;2021-10-23 00:00:00;2440374
100002145;Minnesota Timberwolves;69;2003-10-23 00:00:00;2022-10-23 00:00:00;665853
100002151;Cleveland Cavaliers;42;2009-10-23 00:00:00;2020-10-23 00:00:00;3788683
100002151;Milwaukee Bucks;62;2004-10-23 00:00:00;2020-10-23 00:00:00;2184340
100002154;Boston Celtics;32;2005-10-23 00:00:00;2022-10-23 00:00:00;2130286
100002154;Indiana Pacers;50;2009-10-23 00:00:00;2018-10-23 00:00:00;3670373
100002154;Miami Heat;72;2014-10-23 00:00:00;2021-10-23 00:00:00;1038860
100002192;Charlotte Hornets;50;2010-10-23 00:00:00;2020-10-23 00:00:00;1000273
100002192;Los Angeles Clippers;51;2004-10-23 00:00:00;2018-10-23 00:00:00;3443107
100002192;Los Angeles Lakers;38;2017-10-23 00:00:00;2021-10-23 00:00:00;2465235
100002192;Milwaukee Bucks;25;2013-10-23 00:00:00;2022-10-23 00:00:00;2627285
100002192;Washington Wizards;27;2009-10-23 00:00:00;2022-10-23 00:00:00;87291
100002204;Dallas Mavericks;61;2006-10-23 00:00:00;2018-10-23 00:00:00;1904935
100002204;Indiana Pacers;1;2017-10-23 00:00:00;2021-10-23 00:00:00;2383087
100002245;Houston Rockets;65;2016-10-23 00:00:00;2018-10-23 00:00:00;758039
100002245;Oklahoma City Thunder;99;2014-10-23 00:00:00;2022-10-23 00:00:00;1004847
100002246;Utah Jazz;91;2017-10-23 00:00:00;2020-10-23 00:00:00;2760341
100002246;Washington Wizards;51;2012-10-23 00:00:00;2019-10-23 00:00:00;265124
100002297;Chicago Bulls;7;2006-10-23 00:00:00;2020-10-23 00:00:00;3829760
100002297;Sacramento Kings;44;2005-10-23 00:00:00;2020-10-23 00:00:00;2876302
100002297;Toronto Raptors;80;2006-10-23 00:00:00;2021-10-23 00:00:00;3058617
100002299;Chicago Bulls;42;2011-10-23 00:00:00;2019-10-23 00:00:00;27614
100002299;Dallas Mavericks;17;2005-10-23 00:00:00;2022-10-23 00:00:00;13251
100002299;Denver Nuggets;53;2006-10-23 00:00:00;2021-10-23 00:00:00;3184568
100002299;Milwaukee Bucks;72;2012-10-23 00:00:00;2021-10-23 00:00:00;1239927
100002299;Orlando Magic;76;2008-10-23 00:00:00;2022-10-23 00:00:00;2298757
100002354;Los Angeles Clippers;44;2003-10-23 00:00:00;2022-10-23 00:00:00;2250820
100002354;Portland Trail Blazers;51;2005-10-23 00:00:00;2022-10-23 00:00:00;3403912
100002354;Utah Jazz;51;2012-10-23 00:00:00;2020-10-23 00:00:00;152350
100002359;Boston Celtics;92;2012-10-23 00:00:00;2022-10-23 00:00:00;889793
100002359;Chicago Bulls;5;2005-10-23 00:00:00;2019-10-23 00:00:00;1035232
100002372;Golden State Warriors;52;2004-10-23 00:00:00;2021-10-23 00:00:00;3769042
100002397;Charlotte Hornets;63;2015-10-23 00:00:00;2019-10-23 00:00:00;3904475
100002397;Dallas Mavericks;11;2003-10-23 00:00:00;2021-10-23 00:00:00;561429
100002444;Sacramento Kings;13;2013-10-23 00:00:00;2020-10-23 00:00:00;3472149
100002483;Boston Celtics;16;2008-10-23 00:00:00;2019-10-23 00:00:00;656232
100002483;Los Angeles Clippers;89;2013-10-23 00:00:00;2021-10-23 00:00:00;792638
100002542;Minnesota Timberwolves;44;2009-10-23 00:00:00;2021-10-23 00:00:00;3258820
100002570;Miami Heat;84;2004-10-23 00:00:00;2022-10-23 00:00:00;3763677
100002570;San Antonio Spurs;36;2004-10-23 00:00:00;2019-10-23 00:00:00;3047457
100002570;Utah Jazz;49;2005-10-23 00:00:00;2019-10-23 00:00:00;3715439
100002578;Atlanta Hawks;25;2010-10-23 00:00:00;2021-10-23 00:00:00;2384751
100002578;Dallas Mavericks;93;2003-10-23 00:00:00;2020-10-23 00:00:00;2889959
100002578;Miami Heat;48;2011-10-23 00:00:00;2022-10-23 00:00:00;1784370
100002578;Milwaukee Bucks;73;2014-10-23 00:00:00;2022-10-23 00:00:00;1006284
100002611;Dallas Mavericks;22;2005-10-23 00:00:00;2019-10-23 00:00:00;1567592
100002611;Detroit Pistons;16;2009-10-23 00:00:00;2019-10-23 00:00:00;2946944
100002611;Los Angeles Clippers;25;2015-10-23 00:00:00;2021-10-23 00:00:00;3659143
100002611;Milwaukee Bucks;74;2013-10-23 00:00:00;2020-10-23 00:00:00;1708898
100002611;Oklahoma City Thunder;92;2004-10-23 00:00:00;2019-10-23 00:00:00;1257218
100002611;Sacramento Kings;40;2008-10-23 00:00:00;2019-10-23 00:00:00;429089
100002611;Washington Wizards;46;2012-10-23 00:00:00;2020-10-23 00:00:00;2336762
100002614;Denver Nuggets;16;2016-10-23 00:00:00;2020-10-23 00:00:00;49734
100002614;Minnesota Timberwolves;85;2013-10-23 00:00:00;2022-10-23 00:00:00;357969
100002614;New York Knicks;20;2016-10-23 00:00:00;2018-10-23 00:00:00;2203592
100002614;Toronto Raptors;97;2006-10-23 00:00:00;2019-10-23 00:00:00;684503
100002616;Charlotte Hornets;45;2012-10-23 00:00:00;2022-10-23 00:00:00;1995449
100002616;Dallas Mavericks;49;2009-10-23 00:00:00;2018-10-23 00:00:00;1210702
100002616;Denver Nuggets;39;2005-10-23 00:00:00;2022-10-23 00:00:00;3691886
100002616;Houston Rockets;73;2010-10-23 00:00:00;2019-10-23 00:00:00;175248
100002616;Miami Heat;80;2004-10-23 00:00:00;2020-10-23 00:00:00;2463877
100002616;Portland Trail Blazers;24;2004-10-23 00:00:00;2021-10-23 00:00:00;352258
100002617;Cleveland Cavaliers;72;2004-10-23 00:00:00;2021-10-23 00:00:00;1303764
100002617;Miami Heat;96;2006-10-23 00:00:00;2018-10-23 00:00:00;1479637
100002617;San Antonio Spurs;9;2017-10-23 00:00:00;2022-10-23 00:00:00;2635189
100002631;Atlanta Hawks;62;2004-10-23 00:00:00;2020-10-23 00:00:00;1176830
100002631;Denver Nuggets;66;2009-10-23 00:00:00;2020-10-23 00:00:00;399706
100002631;Houston Rockets;83;2003-10-23 00:00:00;2020-10-23 00:00:00;594988
100002631;Memphis Grizzlies;65;2013-10-23 00:00:00;2021-10-23 00:00:00;396178
100002631;San Antonio Spurs;48;2010-10-23 00:00:00;2022-10-23 00:00:00;3631468
100002631;Toronto Raptors;74;2007-10-23 00:00:00;2018-10-23 00:00:00;169388
100002631;Utah Jazz;50;2017-10-23 00:00:00;2018-10-23 00:00:00;798393
100002635;Los Angeles Clippers;2;2003-10-23 00:00:00;2020-10-23 00:00:00;1489001
100002646;Orlando Magic;28;2008-10-23 00:00:00;2021-10-23 00:00:00;2277975
100002659;Los Angeles Clippers;15;2011-10-23 00:00:00;2018-10-23 00:00:00;2587039
100002712;Charlotte Hornets;4;2013-10-23 00:00:00;2020-10-23 00:00:00;3649712
100002715;Houston Rockets;58;2016-10-23 00:00:00;2018-10-23 00:00:00;1490600
100002715;Los Angeles Clippers;69;2007-10-23 00:00:00;2018-10-23 00:00:00;2614210
100002715;New York Knicks;13;2017-10-23 00:00:00;2021-10-23 00:00:00;1683084
100002768;Milwaukee Bucks;37;2016-10-23 00:00:00;2021-10-23 00:00:00;724441
100002768;Portland Trail Blazers;52;2013-10-23 00:00:00;2020-10-23 00:00:00;588964
100002768;Washington Wizards;92;2012-10-23 00:00:00;2020-10-23 00:00:00;551562
100002801;Boston Celtics;13;2006-10-23 00:00:00;2021-10-23 00:00:00;283426
100002801;Charlotte Hornets;56;2005-10-23 00:00:00;2021-10-23 00:00:00;1618518
100002801;Chicago Bulls;56;2003-10-23 00:00:00;2022-10-23 00:00:00;885512
100002801;Houston Rockets;33;2013-10-23 00:00:00;2022-10-23 00:00:00;1676263
100002801;Milwaukee Bucks;17;2010-10-23 00:00:00;2018-10-23 00:00:00;776549
100002801;Orlando Magic;38;2007-10-23 00:00:00;2022-10-23 00:00:00;1863739
100002801;San Antonio Spurs;95;2005-10-23 00:00:00;2020-10-23 00:00:00;1371178
100002805;Atlanta Hawks;63;2015-10-23 00:00:00;2020-10-23 00:00:00;1464644
100002805;Milwaukee Bucks;71;2011-10-23 00:00:00;2021-10-23 00:00:00;1725276
100002805;Oklahoma City Thunder;66;2007-10-23 00:00:00;2020-10-23 00:00:00;1793907
100002805;Philadelphia 76ers;46;2003-10-23 00:00:00;2020-10-23 00:00:00;3085655
100002808;Denver Nuggets;38;2004-10-23 00:00:00;2018-10-23 00:00:00;3546012
100002808;Los Angeles Clippers;98;2008-10-23 00:00:00;2021-10-23 00:00:00;2677591
100002853;Sacramento Kings;69;2012-10-23 00:00:00;2018-10-23 00:00:00;3538397
100002862;Los Angeles Lakers;95;2003-10-23 00:00:00;2022-10-23 00:00:00;621100
100002882;Boston Celtics;49;2005-10-23 00:00:00;2020-10-23 00:00:00;2383873
100002882;Charlotte Hornets;86;2016-10-23 00:00:00;2018-10-23 00:00:00;2766766
100002882;Cleveland Cavaliers;48;2016-10-23 00:00:00;2019-10-23 00:00:00;2584975
100002904;Los Angeles Lakers;47;2015-10-23 00:00:00;2019-10-23 00:00:00;1829242
100002928;Cleveland Cavaliers;68;2008-10-23 00:00:00;2018-10-23 00:00:00;3347722
100002928;Golden State Warriors;33;2010-10-23 00:00:00;2021-10-23 00:00:00;3833095
100002928;Indiana Pacers;49;2009-10-23 00:00:00;2020-10-23 00:00:00;448384
100002928;New Orleans Pelicans;52;2013-10-23 00:00:00;2020-10-23 00:00:00;532245
100002928;New York Knicks;64;2005-10-23 00:00:00;2018-10-23 00:00:00;141167
100002928;Portland Trail Blazers;92;2014-10-23 00:00:00;2020-10-23 00:00:00;2176826
100002928;Toronto Raptors;8;2005-10-23 00:00:00;2018-10-23 00:00:00;639707
100002933;Denver Nuggets;6;2011-10-23 00:00:00;2018-10-23 00:00:00;1496808
100002933;Detroit Pistons;65;2010-10-23 00:00:00;2022-10-23 00:00:00;3219661
100002933;Golden State Warriors;93;2012-10-23 00:00:00;2019-10-23 00:00:00;738861
100002933;Los Angeles Clippers;1;2012-10-23 00:00:00;2022-10-23 00:00:00;222023
100002933;Los Angeles Lakers;25;2005-10-23 00:00:00;2019-10-23 00:00:00;1672736
100002933;Milwaukee Bucks;28;2005-10-23 00:00:00;2018-10-23 00:00:00;3904304
100002933;Portland Trail Blazers;80;2007-10-23 00:00:00;2020-10-23 00:00:00;2224386
100002978;Utah Jazz;3;2004-10-23 00:00:00;2021-10-23 00:00:00;3848249
100002981;Atlanta Hawks;9;2008-10-23 00:00:00;2019-10-23 00:00:00;2308509
100002981;Charlotte Hornets;75;2012-10-23 00:00:00;2020-10-23 00:00:00;297204
100002981;Chicago Bulls;73;2003-10-23 00:00:00;2021-10-23 00:00:00;3140689
100002981;Washington Wizards;78;2007-10-23 00:00:00;2021-10-23 00:00:00;2427623
100003018;Boston Celtics;7;2007-10-23 00:00:00;2021-10-23 00:00:00;2953362
100003018;Golden State Warriors;37;2013-10-23 00:00:00;2019-10-23 00:00:00;2291784
100003018;Indiana Pacers;43;2012-10-23 00:00:00;2019-10-23 00:00:00;564345
100003018;Toronto Raptors;77;2004-10-23 00:00:00;2021-10-23 00:00:00;3892175
100003022;Dallas Mavericks;88;2010-10-23 00:00:00;2020-10-23 00:00:00;3318713
100003022;Los Angeles Clippers;69;2008-10-23 00:00:00;2022-10-23 00:00:00;2484924
100003028;Houston Rockets;96;2006-10-23 00:00:00;2020-10-23 00:00:00;1703099
100003028;Memphis Grizzlies;93;2017-10-23 00:00:00;2018-10-23 00:00:00;177900
100003028;Sacramento Kings;11;2005-10-23 00:00:00;2021-10-23 00:00:00;748410
100003078;Chicago Bulls;33;2016-10-23 00:00:00;2021-10-23 00:00:00;3942005
100003078;Philadelphia 76ers;16;2005-10-23 00:00:00;2019-10-23 00:00:00;3952708
100003078;Washington Wizards;88;2017-10-23 00:00:00;2021-10-23 00:00:00;2368423
100003079;San Antonio Spurs;16;2007-10-23 00:00:00;2019-10-23 00:00:00;504103
100003086;Portland Trail Blazers;51;2011-10-23 00:00:00;2018-10-23 00:00:00;2146951
100003086;San Antonio Spurs;21;2004-10-23 00:00:00;2020-10-23 00:00:00;681614
100003117;Dallas Mavericks;25;2015-10-23 00:00:00;2021-10-23 00:00:00;1160049
100003117;Miami Heat;61;2013-10-23 00:00:00;2018-10-23 00:00:00;1770793
100003117;Milwaukee Bucks;74;2017-10-23 00:00:00;2019-10-23 00:00:00;1158473
100003117;Portland Trail Blazers;37;2016-10-23 00:00:00;2019-10-23 00:00:00;1709337
100003117;Toronto Raptors;22;2009-10-23 00:00:00;2020-10-23 00:00:00;514307
100003149;Los Angeles Clippers;68;2010-10-23 00:00:00;2021-10-23 00:00:00;756132
100003149;Toronto Raptors;86;2007-10-23 00:00:00;2021-10-23 00:00:00;3417217
100003156;Detroit Pistons;63;2015-10-23 00:00:00;2021-10-23 00:00:00;1628238
100003171;Boston Celtics;48;2010-10-23 00:00:00;2021-10-23 00:00:00;1623772
100003171;Dallas Mavericks;87;2015-10-23 00:00:00;2019-10-23 00:00:00;3182864
100003171;Houston Rockets;11;2012-10-23 00:00:00;2022-10-23 00:00:00;1700570
100003171;Milwaukee Bucks;49;2014-10-23 00:00:00;2019-10-23 00:00:00;3874931
100003175;Boston Celtics;68;2017-10-23 00:00:00;2018-10-23 00:00:00;843751
100003175;Memphis Grizzlies;24;2011-10-23 00:00:00;2018-10-23 00:00:00;1049303
100003175;Milwaukee Bucks;22;2016-10-23 00:00:00;2018-10-23 00:00:00;3133608
100003175;Orlando Magic;17;2016-10-23 00:00:00;2018-10-23 00:00:00;3588229
100010000;Sacramento Kings;6;2012-10-23 00:00:00;2018-10-23 00:00:00;1315122
100010001;Detroit Pistons;47;2010-10-23 00:00:00;2022-10-23 00:00:00;1466511
100010001;Los Angeles Clippers;36;2010-10-23 00:00:00;2022-10-23 00:00:00;2740196
100010003;Boston Celtics;52;2006-10-23 00:00:00;2019-10-23 00:00:00;2378690
100010003;Miami Heat;94;2009-10-23 00:00:00;2020-10-23 00:00:00;3437124
100010004;Boston Celtics;77;2010-10-23 00:00:00;2018-10-23 00:00:00;3326078
100010004;Memphis Grizzlies;39;2006-10-23 00:00:00;2020-10-23 00:00:00;959167
100010004;New Orleans Pelicans;44;2012-10-23 00:00:00;2021-10-23 00:00:00;1989573
100010005;Houston Rockets;84;2011-10-23 00:00:00;2021-10-23 00:00:00;2946956
100010005;Miami Heat;68;2017-10-23 00:00:00;2021-10-23 00:00:00;1796383
100010005;Orlando Magic;19;2004-10-23 00:00:00;2022-10-23 00:00:00;938195
100010006;Cleveland Cavaliers;98;2012-10-23 00:00:00;2020-10-23 00:00:00;3702765
100010006;Denver Nuggets;61;2014-10-23 00:00:00;2020-10-23 00:00:00;1461227
100010006;Memphis Grizzlies;57;2003-10-23 00:00:00;2019-10-23 00:00:00;2140858
100010006;Miami Heat;37;2013-10-23 00:00:00;2018-10-23 00:00:00;2333394
100010007;Charlotte Hornets;15;2010-10-23 00:00:00;2020-10-23 00:00:00;2057464
100010007;Los Angeles Clippers;67;2007-10-23 00:00:00;2021-10-23 00:00:00;2330720
100010007;Toronto Raptors;35;2004-10-23 00:00:00;2019-10-23 00:00:00;3137211
100010007;Washington Wizards;97;2012-10-23 00:00:00;2019-10-23 00:00:00;1117056
100010008;Charlotte Hornets;97;2016-10-23 00:00:00;2019-10-23 00:00:00;3470372
100010008;Houston Rockets;14;2013-10-23 00:00:00;2022-10-23 00:00:00;569221
100010008;Miami Heat;30;2011-10-23 00:00:00;2022-10-23 00:00:00;298025
100010011;Miami Heat;47;2015-10-23 00:00:00;2020-10-23 00:00:00;539490
100010012;Cleveland Cavaliers;26;2011-10-23 00:00:00;2019-10-23 00:00:00;3568098
100010013;Denver Nuggets;68;2006-10-23 00:00:00;2018-10-23 00:00:00;2938453
100010013;Houston Rockets;35;2010-10-23 00:00:00;2022-10-23 00:00:00;1084872
100010013;Los Angeles Lakers;14;2015-10-23 00:00:00;2020-10-23 00:00:00;1660611
100010013;New York Knicks;83;2012-10-23 00:00:00;2021-10-23 00:00:00;325318
100010013;Oklahoma City Thunder;16;2010-10-23 00:00:00;2020-10-23 00:00:00;1182135
100010013;Portland Trail Blazers;35;2015-10-23 00:00:00;2018-10-23 00:00:00;3066633
100010014;Toronto Raptors;63;2012-10-23 00:00:00;2019-10-23 00:00:00;3717732
100010014;Utah Jazz;11;2012-10-23 00:00:00;2022-10-23 00:00:00;560776
100010015;Memphis Grizzlies;48;2007-10-23 00:00:00;2018-10-23 00:00:00;1302269
100010015;Orlando Magic;58;2009-10-23 00:00:00;2020-10-23 00:00:00;550917
100010015;Washington Wizards;76;2008-10-23 00:00:00;2019-10-23 00:00:00;190836
100010016;Houston Rockets;63;2011-10-23 00:00:00;2022-10-23 00:00:00;1701270
100010016;Los Angeles Lakers;96;2013-10-23 00:00:00;2022-10-23 00:00:00;803121
100010016;Miami Heat;60;2014-10-23 00:00:00;2020-10-23 00:00:00;2684103
100010016;New York Knicks;93;2013-10-23 00:00:00;2019-10-23 00:00:00;2166300
100010016;Orlando Magic;89;2007-10-23 00:00:00;2020-10-23 00:00:00;3442191
100010016;Portland Trail Blazers;66;2008-10-23 00:00:00;2020-10-23 00:00:00;1958509
100010016;Sacramento Kings;78;2003-10-23 00:00:00;2022-10-23 00:00:00;2397800
100010016;Washington Wizards;20;2003-10-23 00:00:00;2022-10-23 00:00:00;2130524
100010020;Boston Celtics;71;2004-10-23 00:00:00;2022-10-23 00:00:00;2613750
100010020;Detroit Pistons;55;2006-10-23 00:00:00;2019-10-23 00:00:00;1214043
100010020;Miami Heat;24;2003-10-23 00:00:00;2019-10-23 00:00:00;3608517
100010020;Orlando Magic;87;2007-10-23 00:00:00;2022-10-23 00:00:00;1922413
100010023;Denver Nuggets;32;2008-10-23 00:00:00;2020-10-23 00:00:00;3174485
100010023;Detroit Pistons;80;2016-10-23 00:00:00;2018-10-23 00:00:00;1250398
100010023;Memphis Grizzlies;69;2009-10-23 00:00:00;2019-10-23 00:00:00;1088059
100010023;Oklahoma City Thunder;11;2011-10-23 00:00:00;2022-10-23 00:00:00;802311
100010023;Washington Wizards;77;2010-10-23 00:00:00;2018-10-23 00:00:00;1599462
100010028;Boston Celtics;81;2015-10-23 00:00:00;2022-10-23 00:00:00;3789244
100010028;Miami Heat;3;2014-10-23 00:00:00;2019-10-23 00:00:00;2966631
100010028;Minnesota Timberwolves;30;2005-10-23 00:00:00;2020-10-23 00:00:00;2594632
100010028;Toronto Raptors;6;2013-10-23 00:00:00;2018-10-23 00:00:00;3202777
100010032;Golden State Warriors;8;2015-10-23 00:00:00;2022-10-23 00:00:00;2267846
100010032;Los Angeles Clippers;49;2005-10-23 00:00:00;2022-10-23 00:00:00;939164
100010032;Los Angeles Lakers;56;2005-10-23 00:00:00;2018-10-23 00:00:00;3491152
100010032;Memphis Grizzlies;77;2011-10-23 00:00:00;2020-10-23 00:00:00;2693023
100010032;New York Knicks;35;2006-10-23 00:00:00;2020-10-23 00:00:00;3194822
