2008;argentina;100050415;1
2008;argentina;100050416;74
2008;argentina;100050417;71
2008;argentina;100050418;35
2008;argentina;100050419;58
2008;argentina;100050420;87
2008;australia;100050170;23
2008;australia;100050172;83
2008;australia;100050173;47
2008;australia;100050174;88
2008;australia;100050176;99
2008;australia;100050177;34
2008;australia;100050178;67
2008;australia;100050180;38
2008;germany;100050639;57
2008;germany;100050640;59
2008;germany;100050641;25
2008;germany;100050642;47
2008;germany;100050643;62
2008;germany;100050644;67
2008;germany;100050645;51
2008;germany;100050647;51
2008;germany;100050648;6
2008;greece;100050566;92
2008;greece;100050567;38
2008;greece;100050568;14
2008;greece;100050569;51
2008;greece;100050570;15
2008;greece;100050571;19
2008;greece;100050573;52
2008;greece;100050574;2
2008;greece;100050575;52
2008;greece;100050576;57
2008;lithuania;100050495;28
2008;lithuania;100050496;52
2008;lithuania;100050497;76
2008;lithuania;100050498;27
2008;lithuania;100050499;3
2008;lithuania;100050500;34
2008;lithuania;100050501;59
2008;lithuania;100050502;96
2008;lithuania;100050503;3
2008;lithuania;100050504;26
2008;russia;100050781;30
2008;russia;100050784;73
2008;russia;100050785;78
2008;russia;100050786;72
2008;russia;100050787;25
2008;russia;100050788;7
2008;russia;100050790;61
2008;russia;100050791;85
2008;russia;100050792;41
2008;spain;100050087;79
2008;spain;100050090;29
2008;spain;100050094;8
2008;spain;100050095;52
2008;spain;100050096;36
2010;argentina;100050425;42
2010;argentina;100050428;19
2010;argentina;100050432;83
2010;australia;100050184;22
2010;australia;100050187;67
2010;australia;100050190;89
2010;australia;100050192;23
2010;brazil;100050723;48
2010;brazil;100050725;74
2010;brazil;100050726;26
2010;brazil;100050728;8
2010;brazil;100050730;61
2010;brazil;100050732;80
2010;canada;100050889;99
2010;canada;100050890;4
2010;canada;100050891;17
2010;canada;100050892;73
2010;canada;100050894;15
2010;canada;100050897;56
2010;canada;100050898;37
2010;canada;100050899;14
2010;france;100050257;26
2010;france;100050258;69
2010;france;100050259;71
2010;france;100050261;49
2010;france;100050262;29
2010;france;100050263;96
2010;france;100050264;97
2010;germany;100050650;44
2010;germany;100050651;5
2010;germany;100050654;36
2010;germany;100050656;50
2010;germany;100050657;14
2010;germany;100050658;18
2010;germany;100050660;50
2010;greece;100050585;86
2010;greece;100050586;10
2010;greece;100050588;21
2010;lithuania;100050506;19
2010;lithuania;100050507;18
2010;lithuania;100050509;11
2010;lithuania;100050510;55
2010;lithuania;100050512;51
2010;lithuania;100050514;73
2010;lithuania;100050515;89
2010;puerto rico;100050913;71
2010;puerto rico;100050914;94
2010;puerto rico;100050915;58
2010;puerto rico;100050916;7
2010;puerto rico;100050917;58
2010;puerto rico;100050919;69
2010;puerto rico;100050920;74
2010;puerto rico;100050923;62
2010;russia;100050799;22
2010;russia;100050800;99
2010;russia;100050801;34
2010;russia;100050802;68
2010;russia;100050803;39
2010;serbia;100050361;79
2010;serbia;100050362;65
2010;serbia;100050363;88
2010;serbia;100050364;46
2010;serbia;100050369;63
2010;serbia;100050370;80
2010;serbia;100050371;12
2010;serbia;100050372;19
2010;slovenia;100050327;48
2010;slovenia;100050328;44
2010;slovenia;100050331;77
2010;slovenia;100050332;52
2010;slovenia;100050333;31
2010;slovenia;100050334;95
2010;slovenia;100050335;88
2010;slovenia;100050336;52
2010;spain;100050101;24
2010;spain;100050103;79
